"","STEM_TAG","TREE_TAG","CENSUS","DATE","QUADRAT","SPECIES","DBH","DBH_YEAR","STATUS","VIGOR","DA","MORT_DATE","DOG_DATE","SC","SNAG_HEIGHT","SNAG_TD","RELATIVE_PLOT_X","RELATIVE_PLOT_Y","SEEDLING_BASAL_DIAM","SEEDLING_HEIGHT","LEANER_ANGLE","BT","DT","RT","SCAR","PITCH","BFB","OTHER_CODES","OTHER_HOM","DIRECTION","NW","FIELD_X","FIELD_Y","UTM_X","UTM_Y","UTM_Z","REMAPPING","PREVIOUS_TAGS","COMMENT","FIELD_1","FIELD_2","FIELD_3","FIELD_4","FIELD_5","UPDATED","DATABASE_HISTORY"
"307","10-0126","10-0126",1,"2015-08-27","G30","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,16.28,17.29,1.1,0.42,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",3.75,18.33,336573,4169690.31,3060.97,"","","","Erika Blomdahl","Alex Chacon","","","","2015-12-14",""
"308","10-0126","10-0126",6,"2020-08-06","G30","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.28,17.29,1.8,0.52,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",3.75,18.33,336573,4169690.31,3060.97,"","","","Soren Struckman","","","","","2020-11-02",""
"309","10-0127","10-0127",1,"2015-08-27","G30","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,18.1,16.73,1.3,0.47,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.93,17.75,336574.82,4169689.75,3060.57,"","","","Erika Blomdahl","Alex Chacon","","","","2015-12-14",""
"310","10-0127","10-0127",6,"2020-08-06","G30","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,18.1,16.73,1.6,0.59,NA,NA,NA,NA,NA,NA,NA,"Aphid20",NA,"West","W",1.93,17.75,336574.82,4169689.75,3060.57,"","","","Soren Struckman","","","","","2020-11-02",""
"311","10-0129","10-0129",1,"2015-08-27","G30","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,8.86,14.01,0.4,0.11,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",11.17,14.95,336565.58,4169687.03,3060.79,"","","","Erika Blomdahl","Alex Chacon","","","","2015-12-14",""
"312","10-0129","10-0129",6,"2020-08-06","G30","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,8.86,14.01,0.6,0.29,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",11.17,14.95,336565.58,4169687.03,3060.79,"","","","Soren Struckman","","","","","2020-11-02",""
"313","10-0130","10-0130",1,"2015-08-27","G30","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,7.88,14.6,2.5,0.49,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",12.15,15.56,336564.6,4169687.62,3061.09,"","","","Erika Blomdahl","Alex Chacon","","","","2015-12-14",""
"314","10-0130","10-0130",6,"2020-08-06","G30","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,7.88,14.6,3.2,0.6,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",12.15,15.56,336564.6,4169687.62,3061.09,"","","","Soren Struckman","","","","","2020-11-02",""
"315","10-0160","10-0160",1,"2015-08-27","G30","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,19.49,0.39,0.4,0.21,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.55,0.92,336576.21,4169673.41,3056.17,"","","","Erika Blomdahl","Alex Chacon","","","","2015-12-14",""
"316","10-0160","10-0160",6,"2020-08-06","G30","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.49,0.39,0.7,0.27,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.55,0.92,336576.21,4169673.41,3056.17,"","","","Soren Struckman","","","","","2020-11-02",""
"317","10-0161","10-0161",1,"2015-08-27","G30","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,16.59,0.17,2.5,1.25,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",3.45,0.69,336573.31,4169673.19,3056.51,"","","","Erika Blomdahl","Alex Chacon","","","","2015-12-14",""
"318","10-0161","10-0161",6,"2020-08-06","G30","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.59,0.17,2.7,1.3,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",3.45,0.69,336573.31,4169673.19,3056.51,"","","","Soren Struckman","","","","","2020-11-02","Formerly morted, found live in 2020."
"319","10-0176","10-0176",1,"2015-08-27","G30","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,9.7,17.41,0.5,0.12,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",9.71,18.24,336566.42,4169690.43,3061.76,"","","","Erika Blomdahl","Alex Chacon","","","","2015-12-14",""
"320","10-0176","10-0176",6,"2020-08-06","G30","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,9.7,17.41,0.7,0.15,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",9.71,18.24,336566.42,4169690.43,3061.76,"","","","Soren Struckman","","","","","2020-11-02",""
"321","10-0177","10-0177",1,"2015-08-27","F30","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,19.67,16.67,0.5,0.23,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336571.09,4169670.34,3055.73,"","","","Erika Blomdahl","Alex Chacon","","","","2015-12-14",""
"322","10-0177","10-0177",6,"2020-08-06","F30","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.67,16.67,0.7,0.36,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336571.09,4169670.34,3055.73,"","","","Soren Struckman","","","","","2020-11-02",""
"323","10-0179","10-0179",1,"2015-08-27","G30","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,14.12,0.7,0.8,0.22,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.92,1.24,336570.84,4169673.72,3056.66,"","","","Erika Blomdahl","Alex Chacon","","","","2015-12-14",""
"324","10-0179","10-0179",6,"2020-08-06","G30","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.12,0.7,1,0.27,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.92,1.24,336570.84,4169673.72,3056.66,"","","","Soren Struckman","","","","","2020-11-02",""
"325","10-0184","10-0184",2,"2016-07-26","N30","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,19.9,14.11,0.6,0.23,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336576.58,4169827.13,3086.72,"",NA,"","Timothy Young","","","","","2016-09-18",""
"326","10-0184","10-0184",6,"2020-08-05","N30","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.9,14.11,0.6,0.35,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336576.58,4169827.13,3086.72,"","","","Caroline Kittle","Soren Struckman","","","","2020-11-02",""
"327","10-0186","10-0186",2,"2016-07-26","V30","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,19.24,11.77,1.4,0.9,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336575.92,4169984.74,3120.7,"",NA,"","Timothy Young","","","","","2016-09-18",""
"328","10-0186","10-0186",6,"2020-08-10","V30","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.24,11.77,1.6,1.14,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336575.92,4169984.74,3120.7,"","","","Jake Burgoyne","","","","","2020-11-02",""
"329","10-0282","10-0282",3,"2017-07-13","F30","PIFL",NA,2017,2,1,"A",NA,NA,NA,NA,NA,14.83,12.2,0.8,0.35,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336566.25,4169665.87,3050.82,"",NA,"","James Lutz","","","","","2017-09-14",""
"330","10-0282","10-0282",6,"2020-08-06","F30","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.83,12.2,1.1,0.46,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336566.25,4169665.87,3050.82,"","","","Soren Struckman","","","","","2020-11-02",""
"331","10-0363","10-0363",1,"2016-08-02","T30","PIFL",NA,2016,1,1,"A",NA,NA,NA,NA,NA,18.45,6.19,2.5,1.17,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.56,6.85,336575.13,4169939.2,3111.8,"","","","James Lutz","Tucker Furniss","","","","2016-09-21",""
"332","10-0363","10-0363",6,"2020-08-10","T30","PIFL",0.7,2020,1,1,"A",NA,NA,NA,NA,NA,18.45,6.19,3.8,1.55,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.56,6.85,336575.13,4169939.2,3111.8,"","","","Isabella Wetzler","","","","","2020-11-02",""
"333","10-0376","10-0376",3,"2017-07-13","F30","PIFL",NA,2017,2,1,"A",NA,NA,NA,NA,NA,14.92,11.99,0.6,0.22,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336566.34,4169665.66,3050.82,"",NA,"","James Lutz","","","","","2017-09-14",""
"334","10-0376","10-0376",6,"2020-08-06","F30","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.92,11.99,0.7,0.22,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336566.34,4169665.66,3050.82,"","","","Soren Struckman","","","","","2020-11-02",""
"335","11-0372","11-0372",6,"2020-07-15","721","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,10.68,3.18,2.5,0.49,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",10.69,3.26,336387.41,4169500.35,NA,"","","","Isabella Wetzler","Caroline Kittle","Tucker Furniss","","","2020-10-08",""
"336","11-0381","11-0381",6,"2020-07-15","721","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,2.88,7.07,2.9,1.37,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.9,7.3,336379.61,4169504.24,NA,"","","","Isabella Wetzler","Caroline Kittle","Tucker Furniss","","","2020-10-08",""
"337","11-0382","11-0382",6,"2020-07-15","721","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,2.54,7.38,2.1,0.97,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.56,7.62,336379.27,4169504.55,NA,"","","","Isabella Wetzler","Caroline Kittle","Tucker Furniss","","","2020-10-08",""
"338","11-0388","11-0388",6,"2020-07-15","721","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.2,15.03,1.5,0.69,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",3.24,15.53,336379.93,4169512.2,NA,"","","","Isabella Wetzler","Caroline Kittle","Tucker Furniss","","","2020-10-08",""
"339","11-0429","11-0429",6,"2020-07-14","821","PIFL",0.5,2020,1,1,"A",NA,NA,NA,NA,NA,3.78,4.78,3.8,1.38,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",3.75,4.92,336380.46,4169521.96,NA,"","","","Isabella Wetzler","Caroline Kittle","Tucker Furniss","","","2020-10-08",""
"340","11-0438","11-0438",6,"2020-07-14","821","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,8.39,10.67,1.5,0.81,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",8.34,10.99,336385.07,4169527.85,NA,"","","","Isabella Wetzler","Caroline Kittle","Tucker Furniss","","","2020-10-08",""
"341","11-0441","11-0441",6,"2020-07-14","821","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.39,10.71,1.4,0.58,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",4.34,11.01,336381.07,4169527.89,NA,"","","","Isabella Wetzler","Caroline Kittle","Tucker Furniss","","","2020-10-08",""
"342","12-0568","12-0568",6,"2020-07-15","822","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.24,13.15,2.3,1.35,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",13.25,13.47,336409.94,4169529.82,NA,"","","","Isabella Wetzler","Caroline Kittle","Tucker Furniss","","","2020-10-08",""
"343","13-0003","13-0003",3,"2017-07-13","U31","PIFL",NA,2017,68,1,"A",2018,NA,NA,NA,NA,16.11,6.77,3.2,1.35,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336592.81,4169959.29,3123.7,"",NA,"Found it fallen over","Sylvia Tan","","","","","2017-09-14",""
"344","13-0011","13-0011",3,"2017-07-12","U31","PIFL",NA,2017,68,1,"A",2018,NA,NA,NA,NA,11.5,4.94,0.4,0.1,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336588.2,4169957.46,3123.7,"Dist.Azm.2018",NA,"","Etta Crowley","Giulio De Fazio","","","","2017-09-14",""
"345","13-0014","13-0014",3,"2017-07-12","Q31","PIFL",NA,2017,2,1,"A",NA,NA,NA,NA,NA,7.35,10.43,0.3,0.04,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336584,4169882.95,3104.41,"",NA,"","Etta Crowley","Giulio De Fazio","","","","2017-09-14",""
"346","13-0014","13-0014",6,"2020-08-05","Q31","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,7.35,10.43,0.3,0.6,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336584,4169882.95,3104.41,"","","","Isabella Wetzler","Jake Burgoyne","","","","2020-11-02",""
"347","13-0042","13-0042",3,"2017-07-17","H31","PIFL",NA,2017,2,1,"A",NA,NA,NA,NA,NA,1.08,2.52,0.6,0.14,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336577.83,4169695.04,3060.15,"",NA,"","Etta Crowley","Giulio De Fazio","","","","2017-09-14",""
"348","13-0042","13-0042",6,"2020-08-05","H31","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,1.08,2.52,0.7,0.16,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336577.83,4169695.04,3060.15,"","","","Caroline Kittle","","","","","2020-11-02",""
"349","13-0420","13-0420",5,"2019-08-02","C23","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,18.29,8.64,0.7,0.43,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.82,9.2,336434.84,4169604.86,0,"","","","Rosanise Odell","Mitch Westmoreland","Soren Struckman","","","2019-11-12",""
"350","13-0420","13-0420",6,"2020-07-15","C23","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,18.29,8.64,0.8,0.38,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.82,9.2,336434.84,4169604.86,0,"","","","Sara Germain","","","","","2020-11-02",""
"351","13-0656","13-0656",5,"2019-08-05","B23","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,8.82,15.81,0.6,0.31,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",8.92,16,336425.5,4169592.12,0,"","","","Rosanise Odell","Soren Struckman","","","","2019-11-12",""
"352","13-0656","13-0656",6,"2020-07-15","B23","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,8.82,15.81,0.6,0.31,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",8.92,16,336425.5,4169592.12,0,"","","","James Lutz","","","","","2020-11-02",""
"353","13-0659","13-0659",5,"2019-08-06","A23","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,19.32,13.63,0.8,0.65,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.79,14.57,336435.79,4169569.72,0,"","","","Rosanise Odell","Soren Struckman","","","","2019-11-12",""
"354","13-0659","13-0659",6,"2020-07-21","A23","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.32,13.63,0.8,0.65,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.79,14.57,336435.79,4169569.72,0,"","","","Lauren Walker","","","","","2020-11-02",""
"355","13-0660","13-0660",5,"2019-08-06","A23","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,16.79,8.57,1.8,0.66,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",3.3,9.28,336433.26,4169564.66,0,"","","","Rosanise Odell","Soren Struckman","","","","2019-11-12",""
"356","13-0660","13-0660",6,"2020-07-21","A23","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.79,8.57,1.8,6.25,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",3.3,9.28,336433.26,4169564.66,0,"","","","Lauren Walker","","","","","2020-11-02",""
"357","16-0617","16-0617",5,"2019-07-24","926","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,5.18,14.53,2,0.62,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.13,-5.49,336481.86,4169549.38,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12","TD, HD, and direction are relative to cell A26 due to missing pins. Tree is actually in cell 926"
"358","16-0617","16-0617",6,"2020-07-22","926","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,5.18,14.53,1.7,0.44,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.13,-5.49,336481.86,4169549.38,0,"","","","Tucker Furniss","","","","","2020-11-02","TD, HD, and direction are relative to cell A26 due to missing pins. Tree is actually in cell 926"
"359","16-0618","16-0618",5,"2019-07-24","926","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,3.03,16.21,1.3,0.43,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.98,-3.79,336479.71,4169551.06,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12","TD, HD, and direction are relative to cell A26 due to missing pins. Tree is actually in cell 926"
"360","16-0618","16-0618",6,"2020-07-22","926","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.03,16.21,1.3,0.44,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.98,-3.79,336479.71,4169551.06,0,"","","","Tucker Furniss","","","","","2020-11-02","TD, HD, and direction are relative to cell A26 due to missing pins. Tree is actually in cell 926"
"361","20-0601","20-0601",1,"2015-08-15","F21","PIPO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,-3.19,-4.38,3.1,0.98,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336373.42,4169652.81,3083.91,"","","","Erika Blomdahl","James Lutz","","","","2015-12-14",""
"362","20-0601","20-0601",6,"2020-07-15","F21","PIPO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,-3.19,-4.38,4.5,1.33,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336373.42,4169652.81,3083.91,"","","","Jake Burgoyne","","","","","2020-11-02",""
"363","21-0672","21-0672",1,"2015-08-15","O21","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,2.41,3.61,0.6,0.34,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.43,3.75,336379.24,4169840.66,3069.77,"","","","Alex Chacon","Aspen Ward","","","","2015-12-14",""
"364","21-0672","21-0672",6,"2020-07-20","O21","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,2.41,3.61,0.6,0.55,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.43,3.75,336379.24,4169840.66,3069.77,"","","","Jake Burgoyne","","","","","2020-11-02",""
"365","21-0673","21-0673",1,"2015-08-15","O21","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,2.4,3.6,0.6,0.37,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.42,3.74,336379.23,4169840.65,3069.77,"","","","Alex Chacon","Aspen Ward","","","","2015-12-14",""
"366","21-0673","21-0673",6,"2020-07-20","O21","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,2.4,3.6,0.8,0.45,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.42,3.74,336379.23,4169840.65,3069.77,"","","","Jake Burgoyne","","","","","2020-11-02",""
"367","21-0674","21-0674",1,"2015-08-15","O21","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,2.4,3.64,0.5,0.38,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.42,3.78,336379.23,4169840.69,3069.77,"","","","Alex Chacon","Aspen Ward","","","","2015-12-14",""
"368","21-0674","21-0674",6,"2020-07-20","O21","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,2.4,3.64,0.51,0.4,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.42,3.78,336379.23,4169840.69,3069.77,"","","","Jake Burgoyne","","","","","2020-11-02",""
"369","21-0675","21-0675",1,"2015-08-15","O21","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,2.43,3.67,1.2,0.89,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.45,3.81,336379.26,4169840.72,3069.77,"","","","Alex Chacon","Aspen Ward","","","","2015-12-14",""
"370","21-0675","21-0675",6,"2020-07-20","O21","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,2.43,3.67,1.6,0.12,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.45,3.81,336379.26,4169840.72,3069.77,"","","","Jake Burgoyne","","","","","2020-11-02",""
"371","21-0676","21-0676",1,"2015-08-15","O21","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,2.48,3.7,0.4,0.26,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.5,3.84,336379.31,4169840.75,3069.77,"","","","Alex Chacon","Aspen Ward","","","","2015-12-14",""
"372","21-0676","21-0676",6,"2020-07-20","O21","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,2.48,3.7,1.6,0.22,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.5,3.84,336379.31,4169840.75,3069.77,"","","","Jake Burgoyne","","","","","2020-11-02",""
"373","21-0679","21-0679",1,"2015-08-15","O21","PIFL",0.9,2015,1,1,"A",NA,NA,NA,NA,NA,5.34,5.25,3,1.91,75,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.37,5.44,336382.17,4169842.3,3070.14,"","","","Alex Chacon","Aspen Ward","","","","2015-12-14",""
"374","21-0679","21-0679",6,"2020-07-20","O21","PIFL",1.1,2020,1,1,"A",NA,NA,NA,NA,NA,5.34,5.25,0.6,0.22,75,NA,NA,NA,NA,NA,NA,"",NA,"East","W",5.37,5.44,336382.17,4169842.3,3070.14,"","","","Jake Burgoyne","","","","","2020-11-02",""
"375","21-1152","21-1152",1,"2015-08-23","M21","PIFL",0.6,2015,6,1,"A",2020,NA,NA,NA,NA,2.99,4.58,3.1,1.5,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",3,4.64,336379.7,4169801.72,3079.02,"","","Vigor 3 in 2019.","Aspen Ward","Alex Chacon","Martin Holdrege","","","2015-12-14",""
"376","21-1152","21-1152",6,"2020-07-20","M21","PIFL",NA,2020,6,NA,"D",2020,NA,1,1.4,0,2.99,4.58,3.2,1.4,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",3,4.64,336379.7,4169801.72,3079.02,"","","","Tucker Furniss","","","","","2020-11-02",""
"377","21-1472","21-1472",1,"2015-08-24","L21","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,10.51,9.55,1.3,0.57,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",9.42,10.13,336387.23,4169786.7,3083.69,"","","","Aspen Ward","Alex Chacon","","","","2015-12-14",""
"378","21-1472","21-1472",6,"2020-07-20","L21","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,10.51,9.55,2,0.84,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",9.42,10.13,336387.23,4169786.7,3083.69,"","","","Caroline Kittle","","","","","2020-11-02",""
"379","21-2101","21-2101",1,"2015-08-25","J21","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,14.18,10.04,0.4,0.07,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.78,10.78,336390.93,4169747.18,3089.08,"","","","Martin Holdrege","Martin Holdrege","Erika Blomdahl","","","2015-12-14",""
"380","21-2101","21-2101",6,"2020-07-20","J21","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.18,10.04,0.4,0.11,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.78,10.78,336390.93,4169747.18,3089.08,"","","","Caroline Kittle","","","","","2020-11-02",""
"381","21-2154","21-2154",1,"2015-08-16","G21","PIFL",0.8,2015,1,1,"A",NA,NA,NA,NA,NA,17.53,16.36,4.7,1.57,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",2.49,17.36,336394.26,4169693.56,3097.51,"","","","Kendall Becker","Erika Blomdahl","","","","2015-12-14",""
"382","21-2154","21-2154",6,"2020-07-16","G21","PIFL",1.1,2020,1,1,"A",NA,NA,NA,NA,NA,17.53,16.36,5.5,1.79,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",2.49,17.36,336394.26,4169693.56,3097.51,"","","","Tucker Furniss","","","","","2020-11-02",""
"383","21-2266","21-2266",6,"2020-07-15","721","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,2.82,7.08,4,0.96,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.84,7.31,336379.55,4169504.25,NA,"","","","Isabella Wetzler","Caroline Kittle","Tucker Furniss","","","2020-10-08",""
"384","21-2268","21-2268",6,"2020-07-15","721","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,2.04,8.26,0.7,0.59,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.06,8.54,336378.77,4169505.43,NA,"","","","Isabella Wetzler","Caroline Kittle","Tucker Furniss","","","2020-10-08",""
"385","22-1405","22-1405",1,"2015-08-10","O22","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,11.89,16.49,0.5,0.34,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",8.21,17.71,336408.58,4169853.19,3073.63,"","","","Erika Blomdahl","James Lutz","","","","2015-12-14",""
"386","22-1405","22-1405",6,"2020-07-20","O22","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,11.89,16.49,0.6,0.4,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",8.21,17.71,336408.58,4169853.19,3073.63,"","","","Lauren Walker","","","","","2020-11-02",""
"387","22-1407","22-1407",1,"2015-08-10","N22","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,11.77,20.47,1.5,0.86,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",8.3,21.7,336408.39,4169837.13,3079.02,"","","","Erika Blomdahl","James Lutz","","","","2015-12-14",""
"388","22-1407","22-1407",6,"2020-07-20","N22","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,11.77,20.47,1.9,1.05,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",8.3,21.7,336408.39,4169837.13,3079.02,"","","","Lauren Walker","","","","","2020-11-02",""
"389","22-1589","22-1589",1,"2015-08-13","K22","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,19.04,6.37,1.1,0.63,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.96,6.89,336415.74,4169763.03,3096.97,"","","","Erika Blomdahl","James Lutz","","","","2015-12-14",""
