"STEM_TAG","TREE_TAG","CENSUS","DATE","QUADRAT","SPECIES","DBH","DBH_YEAR","STATUS","VIGOR","DA","MORT_DATE","DOG_DATE","SC","SNAG_HEIGHT","SNAG_TD","RELATIVE_PLOT_X","RELATIVE_PLOT_Y","SEEDLING_BASAL_DIAM","SEEDLING_HEIGHT","LEANER_ANGLE","BT","DT","RT","SCAR","FRASS","PITCH","EE","MT","CONK","NEC","FLAG","SWELL","SPRT","BFB","OTHER_CODES","OTHER_HOM","DIRECTION","NW","FIELD_X","FIELD_Y","REFERENCE","DISTANCE","AZIMUTH","PLOT_X","PLOT_Y","UTM_X","UTM_Y","UTM_Z","REMAPPING","PREVIOUS_TAGS","COMMENT","PLOT","FIELD_1","FIELD_2","FIELD_3","FIELD_4","FIELD_5","DATA_ENTRY_1","DATA_ENTRY_2","DATA_CHECK","CTFS_DA","UPDATED","DNA","CORED","COOKIE","EST_ESTABLISHMENT","DATABASE_HISTORY"
"24-2136","24-2136",6,"2020-07-23","A24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,2.34,10.62,1.3,0.34,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",2.29,11.09,"",NA,NA,NA,NA,336438.86,4169566.37,0,"","","","UFDP","Jake Burgoyne","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"24-2137","24-2137",5,"2019-07-30","A24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,1.93,16.68,0.9,0.34,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",1.86,17.41,"",NA,NA,NA,NA,336438.45,4169572.43,0,"","","","UFDP","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","Flat World Solutions","","Tucker Furniss","","2019-11-12",NA,NA,NA,NA,""
"24-2137","24-2137",6,"2020-07-23","A24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,1.93,16.68,1,0.34,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",1.86,17.41,"",NA,NA,NA,NA,336438.45,4169572.43,0,"","","","UFDP","Jake Burgoyne","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"24-2138","24-2138",5,"2019-07-30","B24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,1.28,10.33,1.5,1.01,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",1.26,10.45,"",NA,NA,NA,NA,336437.89,4169586.12,0,"","","","UFDP","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","Flat World Solutions","","Tucker Furniss","","2019-11-12",NA,NA,NA,NA,""
"24-2138","24-2138",6,"2020-07-23","B24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,1.28,10.33,1.6,1.03,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",1.26,10.45,"",NA,NA,NA,NA,336437.89,4169586.12,0,"","","","UFDP","Jake Burgoyne","Lauren Walker","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"24-2139","24-2139",5,"2019-07-30","B24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,0.63,14.39,1.1,0.23,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",0.6,14.55,"",NA,NA,NA,NA,336437.24,4169590.18,0,"","","","UFDP","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","Flat World Solutions","","Tucker Furniss","","2019-11-12",NA,NA,NA,NA,""
"24-2139","24-2139",6,"2020-07-23","B24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,0.63,14.39,1.2,0.27,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",0.6,14.55,"",NA,NA,NA,NA,336437.24,4169590.18,0,"","","","UFDP","Jake Burgoyne","Lauren Walker","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"24-2140","24-2140",5,"2019-07-30","B24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,19.43,15.97,0.4,0.12,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",0.55,17.69,"",NA,NA,NA,NA,336456.04,4169591.76,0,"","","","UFDP","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","Flat World Solutions","","Tucker Furniss","","2019-11-12",NA,NA,NA,NA,""
"24-2140","24-2140",6,"2020-07-23","B24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.43,15.97,0.5,0.18,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",0.55,17.69,"",NA,NA,NA,NA,336456.04,4169591.76,0,"","","","UFDP","Jake Burgoyne","Lauren Walker","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"24-2141","24-2141",5,"2019-07-31","C24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,15.87,12.29,1.5,0.65,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",4.16,13.69,"",NA,NA,NA,NA,336452.52,4169608.06,0,"","","","UFDP","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","Flat World Solutions","","Tucker Furniss","","2019-11-12",NA,NA,NA,NA,""
"24-2141","24-2141",6,"2020-07-23","C24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,15.87,12.29,1.5,0.65,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",4.16,13.69,"",NA,NA,NA,NA,336452.52,4169608.06,0,"","","","UFDP","Lauren Walker","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"24-2142","24-2142",5,"2019-07-31","C24","PILO",NA,2019,1,1,"A",NA,NA,NA,NA,NA,11.46,7.68,1,0.48,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",8.54,8.69,"",NA,NA,NA,NA,336448.11,4169603.45,0,"","","","UFDP","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","Flat World Solutions","","Tucker Furniss","","2019-11-12",NA,NA,NA,NA,""
"24-2142","24-2142",6,"2020-07-23","C24","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,11.46,7.68,1.2,0.46,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",8.54,8.69,"",NA,NA,NA,NA,336448.11,4169603.45,0,"","","","UFDP","Lauren Walker","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"24-2143","24-2143",5,"2019-07-31","C24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,15.54,2.01,0.3,0.13,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",4.42,2.61,"",NA,NA,NA,NA,336452.19,4169597.78,0,"","","","UFDP","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","Flat World Solutions","","Tucker Furniss","","2019-11-12",NA,NA,NA,NA,""
"24-2143","24-2143",6,"2020-07-23","C24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,15.54,2.01,0.3,0.14,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",4.42,2.61,"",NA,NA,NA,NA,336452.19,4169597.78,0,"","","","UFDP","Lauren Walker","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"24-2144","24-2144",5,"2019-07-31","C24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,13.71,5.43,2.2,1.09,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",6.27,6.28,"",NA,NA,NA,NA,336450.36,4169601.2,0,"","","","UFDP","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","Flat World Solutions","","Tucker Furniss","","2019-11-12",NA,NA,NA,NA,""
"24-2144","24-2144",6,"2020-07-23","C24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.71,5.43,2.2,1.09,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",6.27,6.28,"",NA,NA,NA,NA,336450.36,4169601.2,0,"","","","UFDP","Lauren Walker","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"25-0003","25-0003",1,"2014-10-07","V25","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,8.34,4.4,3.9,1.25,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",8.35,4.45,NA,NA,NA,NA,NA,336465.07,4169979.68,3083.58,"","","","UFDP","Nichole Novak","Drew Foster","Katie Hogan","","","Meghan Graham","Kacy Severinsen","Tucker Furniss","A","2015-02-09",NA,NA,NA,NA,""
"25-0003","25-0003",6,"2020-07-22","V25","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,8.34,4.4,3.9,1.3,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",8.35,4.45,NA,NA,NA,NA,NA,336465.07,4169979.68,3083.58,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"25-0235","25-0235",1,"2015-08-04","G25","PIPO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,20.36,9.72,3.1,0.75,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",-0.36,10.47,"",NA,NA,NA,NA,336477.07,4169685.02,3069.3,"","","","UFDP","Erika Blomdahl","Aspen Ward","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-0235","25-0235",6,"2020-07-23","G25","PIPO",1.6,2020,1,1,"A",NA,NA,NA,NA,NA,20.36,9.72,7,1.45,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",-0.36,10.47,"",NA,NA,NA,NA,336477.07,4169685.02,3069.3,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"25-0935","25-0935",1,"2015-08-04","F25","PIFL",NA,2015,0,1,"A",2020,NA,NA,NA,NA,17.12,11.75,0.7,0.79,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",2.9,12.91,"",NA,NA,NA,NA,336473.72,4169667.08,3068.32,"","","Out of order.","UFDP","Erika Blomdahl","Aspen Ward","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-0936","25-0936",1,"2015-08-04","F25","PIFL",NA,2015,0,1,"A",2020,NA,NA,NA,NA,17.16,11.69,0.8,0.88,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",2.86,12.85,"",NA,NA,NA,NA,336473.76,4169667.02,3068.32,"","","Out of order.","UFDP","Erika Blomdahl","Aspen Ward","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-0937","25-0937",1,"2015-08-04","F25","PIFL",NA,2015,0,1,"A",2020,NA,NA,NA,NA,17.15,11.67,1.2,1.1,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",2.87,12.83,"",NA,NA,NA,NA,336473.75,4169667,3068.32,"","","Out of order.","UFDP","Erika Blomdahl","Aspen Ward","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-0938","25-0938",1,"2015-08-05","H25","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,18.45,12.78,1.2,0.47,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",1.65,13.54,"",NA,NA,NA,NA,336475.05,4169708.1,3074.01,"","","Out of order.","UFDP","Aspen Ward","Joseph Cooper","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-0938","25-0938",6,"2020-07-23","H25","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,18.45,12.78,1.2,0.5,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",1.65,13.54,"",NA,NA,NA,NA,336475.05,4169708.1,3074.01,"","","Out of order.","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"25-1073","25-1073",1,"2015-08-04","L25","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,10.75,12.88,1.3,0.6,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",10.77,12.99,"",NA,NA,NA,NA,336467.48,4169788.21,3098,"","","","UFDP","Alex Chacon","Kendall Becker","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-1073","25-1073",6,"2020-07-27","L25","PIFL",NA,2020,1,2,"A",NA,NA,NA,NA,NA,10.75,12.88,1.6,0.65,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",10.77,12.99,"",NA,NA,NA,NA,336467.48,4169788.21,3098,"","","","UFDP","James Lutz","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"25-1074","25-1074",1,"2015-08-04","L25","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,8.77,12.88,0.6,0.12,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",8.79,12.99,"",NA,NA,NA,NA,336465.5,4169788.21,3098.75,"","","","UFDP","Alex Chacon","Kendall Becker","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-1074","25-1074",6,"2020-07-27","L25","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,8.77,12.88,0.7,0.12,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",8.79,12.99,"",NA,NA,NA,NA,336465.5,4169788.21,3098.75,"","","","UFDP","James Lutz","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"25-1154","25-1154",1,"2015-08-05","L25","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,15.23,12.82,0.3,0.05,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",4.64,14.31,"",NA,NA,NA,NA,336471.96,4169788.15,3094.92,"","","","UFDP","Alex Chacon","Kendall Becker","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-1154","25-1154",6,"2020-07-22","L25","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,15.23,12.82,0.4,0.14,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",4.64,14.31,"",NA,NA,NA,NA,336471.96,4169788.15,3094.92,"","","","UFDP","Isabella Wetzler","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"25-1159","25-1159",1,"2015-08-05","L25","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,16.44,10.93,0.4,0.06,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",3.44,12.26,"",NA,NA,NA,NA,336473.17,4169786.26,3093.81,"","","","UFDP","Alex Chacon","Kendall Becker","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-1159","25-1159",6,"2020-07-22","L25","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.44,10.93,0.4,0.07,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",3.44,12.26,"",NA,NA,NA,NA,336473.17,4169786.26,3093.81,"","","","UFDP","Isabella Wetzler","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"25-1196","25-1196",1,"2015-08-05","K25","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,1.11,10.67,1.6,0.49,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",1.16,11.14,"",NA,NA,NA,NA,336457.94,4169766.19,3097.72,"","","","UFDP","Alex Chacon","Kendall Becker","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-1196","25-1196",6,"2020-07-27","K25","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,1.11,10.67,2,0.58,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",1.16,11.14,"",NA,NA,NA,NA,336457.94,4169766.19,3097.72,"","","","UFDP","James Lutz","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"25-1197","25-1197",1,"2015-08-05","K25","PIFL",NA,2015,0,1,"A",2020,NA,NA,NA,NA,1,11.79,0.3,0.11,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",1.06,12.31,"",NA,NA,NA,NA,336457.83,4169767.31,3098.85,"","","","UFDP","Alex Chacon","Kendall Becker","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-1211","25-1211",1,"2015-08-05","K25","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,4.2,17.52,1.3,0.48,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",4.29,18.28,"",NA,NA,NA,NA,336461.03,4169773.04,3096.84,"","","","UFDP","Alex Chacon","Kendall Becker","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-1211","25-1211",6,"2020-07-27","K25","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.2,17.52,1.6,0.5,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",4.29,18.28,"",NA,NA,NA,NA,336461.03,4169773.04,3096.84,"","","","UFDP","James Lutz","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"25-1221","25-1221",1,"2015-08-05","K25","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,17.87,16.64,3.3,1.11,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",1.96,17.84,"",NA,NA,NA,NA,336474.7,4169772.16,3086.55,"","","","UFDP","Alex Chacon","Kendall Becker","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-1221","25-1221",6,"2020-07-27","K25","PILO",0.9,2020,1,1,"A",NA,NA,NA,NA,NA,17.87,16.64,3.9,1.5,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",1.96,17.84,"",NA,NA,NA,NA,336474.7,4169772.16,3086.55,"","","","UFDP","James Lutz","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"25-1350","25-1350",1,"2015-08-06","J25","PIFL",0.5,2015,1,1,"A",NA,NA,NA,NA,NA,19.67,2.09,3.1,1.41,NA,NA,NA,NA,"",NA,19,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",0.3,22.82,"",NA,NA,NA,NA,336476.33,4169737.42,3077.39,"","","","UFDP","Aspen Ward","Joseph Cooper","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-1350","25-1350",6,"2020-07-27","J25","PIFL",1,2020,1,1,"A",NA,NA,NA,NA,NA,19.67,2.09,3.5,1.1,NA,NA,NA,NA,"",NA,19,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",0.3,22.82,"",NA,NA,NA,NA,336476.33,4169737.42,3077.39,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"25-1522","25-1522",1,"2015-08-05","H25","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,3.84,7.41,1.7,0.5,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",3.78,7.57,"",NA,NA,NA,NA,336460.44,4169702.73,3077.95,"","","","UFDP","Aspen Ward","Joseph Cooper","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-1522","25-1522",6,"2020-07-23","H25","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.84,7.41,2.8,0.75,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",3.78,7.57,"",NA,NA,NA,NA,336460.44,4169702.73,3077.95,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"25-1602","25-1602",1,"2015-08-05","H25","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,18.42,14.28,1.5,1.08,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",1.68,15.05,"",NA,NA,NA,NA,336475.02,4169709.6,3074.28,"","","","UFDP","Aspen Ward","Joseph Cooper","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-1602","25-1602",6,"2020-07-27","H25","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,18.42,14.28,1.7,1.15,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",1.68,15.05,"",NA,NA,NA,NA,336475.02,4169709.6,3074.28,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"25-1607","25-1607",1,"2015-08-05","H25","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,9.13,12.5,1.4,0.7,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",10.97,13.26,"",NA,NA,NA,NA,336465.73,4169707.82,3077.11,"","","","UFDP","Aspen Ward","Joseph Cooper","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-1607","25-1607",6,"2020-07-27","H25","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,9.13,12.5,1.5,0.7,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",10.97,13.26,"",NA,NA,NA,NA,336465.73,4169707.82,3077.11,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"25-1608","25-1608",1,"2015-08-05","H25","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,9.11,12.51,2.1,0.69,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",10.99,13.27,"",NA,NA,NA,NA,336465.71,4169707.83,3077.11,"","","","UFDP","Aspen Ward","Joseph Cooper","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-1608","25-1608",6,"2020-07-27","H25","PIFL",NA,2020,1,2,"A",NA,NA,NA,NA,NA,9.11,12.51,2.1,0.65,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",10.99,13.27,"",NA,NA,NA,NA,336465.71,4169707.83,3077.11,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"25-1634","25-1634",1,"2015-08-04","G25","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,19.2,3.51,1.3,0.41,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",0.8,4.1,"",NA,NA,NA,NA,336475.91,4169678.81,3068.36,"","","","UFDP","Erika Blomdahl","Aspen Ward","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-1634","25-1634",6,"2020-07-23","G25","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.2,3.51,1.8,0.5,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",0.8,4.1,"",NA,NA,NA,NA,336475.91,4169678.81,3068.36,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"25-1635","25-1635",1,"2015-08-04","G25","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,19.24,3.52,2.1,0.76,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",0.76,4.11,"",NA,NA,NA,NA,336475.95,4169678.82,3068.36,"","","","UFDP","Erika Blomdahl","Aspen Ward","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-1635","25-1635",6,"2020-07-23","G25","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.24,3.52,4.4,1.3,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"West","W",0.76,4.11,"",NA,NA,NA,NA,336475.95,4169678.82,3068.36,"","","","UFDP","James Lutz","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"25-1639","25-1639",1,"2015-08-04","F25","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,11.5,1.61,1,0.81,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",11.49,1.69,"",NA,NA,NA,NA,336468.1,4169656.94,3070.43,"","","","UFDP","Erika Blomdahl","Aspen Ward","","","","Meghan Graham","Joseph Cooper","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"25-1639","25-1639",6,"2020-07-23","F25","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,11.5,1.61,1.4,0.94,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",11.49,1.69,"",NA,NA,NA,NA,336468.1,4169656.94,3070.43,"","","","UFDP","Soren Struckman","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
